0,1,2,3,4,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17,18,19.0
600000000,900000000,3418314,0,3938719206,0.0003071,0.08044,0.09521,0.0002823,0.0006704,0.08044,4.768e-06,0.0001841,0.02377,0.0007858,5.588,0.0208,0,1,0.0
600000000,900000000,3244832720,65,3938719206,0.1155,0.03369,0.04974,0.01508,0.01552,0.03461,0.0008049,0.0001326,0.3105,0.03735,3.395,0.008149,0,1,0.0
600000000,900000000,5016909309,36,3938719206,0.01987,0.01099,0.01749,0.002769,0.003448,0.01282,0.000577,0.000145,0.08508,0.005646,3.51,0.01016,0,1,0.0
600000000,900000000,5633031188,767,3938719206,0.001093,0.009964,0.01358,0.001284,0.001657,0.009979,6.676e-06,8.869e-05,0.007423,0.0005713,3.687,0.01044,0,1,0.0
600000000,900000000,6176871439,1796,3938719206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.907e-06,0.0,0.0,,,0,1,0.0
600000000,900000000,6225099547,3450,3938719206,0.0002174,0.001019,0.00388,0.0001297,0.0002346,0.00102,9.537e-07,2.861e-06,0.0005007,7.153e-05,3.613,0.009737,0,0,0.0001469
600000000,900000000,6233284111,238,3938719206,0.0005989,0.02014,0.02136,7.057e-05,0.0002308,0.02014,1.526e-05,3.338e-05,0.02869,0.0004997,3.506,0.01057,0,0,0.0007458
600000000,900000000,6238340468,2424,3938719206,0.03857,0.007431,0.00824,2.289e-05,0.000185,0.008224,0.0001822,0.0,0.1472,0.01465,2.161,0.004167,0,0,0.02896
600000000,811000000,6238340468,2671,3938719206,0.01932,0.01306,0.01353,0.0002069,0.0002918,0.01328,0.0004921,3.815e-06,0.1185,0.0473,1.488,0.002403,0,0,0.008896
600000000,660000000,6251537638,1777,3938719206,0.002357,0.06726,0.0697,0.0006647,0.02475,0.06726,0.0007715,0.0,0.0462,0.0275,1.591,0.00268,0,0,0.0007868
660000000,676000000,6251537638,1777,3938719206,0.0008316,0.0,0.0,0.0,0.0,0.0,4.005e-05,0.0,0.01331,0.0006428,2.036,0.005798,0,0,0.0
676000000,677000000,6251537638,1777,3938719206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.036,0.005798,0,0,0.0
811000000,900000000,6238340468,2671,3938719206,0.01398,0.01321,0.01353,0.0002098,0.0002842,0.01335,8.392e-05,3.815e-06,0.07507,0.001572,2.14,0.004168,0,0,0.007103
900000000,1200000000,3418314,0,3938719206,0.0002718,0.08044,0.09521,0.0002832,0.0006714,0.08044,2.861e-06,0.0001841,0.02856,0.0001431,5.416,0.02011,0,1,0.0
900000000,1200000000,3244832720,65,3938719206,0.125,0.034,0.0506,0.01645,0.01688,0.0351,0.0009556,0.0001335,0.4224,0.03412,3.474,0.008163,0,1,0.0
900000000,1200000000,5016909309,36,3938719206,0.01917,0.0108,0.01733,0.003189,0.003868,0.01192,0.0006514,0.0001469,0.0636,0.008286,4.937,0.01507,0,1,0.0
900000000,1200000000,5633031188,767,3938719206,0.001091,0.009964,0.01358,0.001278,0.001652,0.009979,5.722e-06,8.869e-05,0.01045,0.0003567,3.652,0.01032,0,1,0.0
